airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KSFO;10.0;4;190;>6000 ;28;R;No ILS;0.0;4.0;-1.0;None;0;0;0;1
KORD;10.0;4;230;>6000 ;27;C;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KORD;10.0;4;230;>6000 ;27;R;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KORD;10.0;4;230;>6000 ;28;C;CAT III;2.6;3.1;-1.0;None;1;0;0;1
KJFK;10.0;11;250;>6000 ;22;L;CAT III;9.5;5.5;6000.0;None;1;0;0;0
KJFK;10.0;11;250;>6000 ;22;R;CAT III;9.5;5.5;6000.0;None;1;0;0;0
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;13;90;>6000 ;8;L;CAT III;12.8;2.3;14000.0;None;1;0;0;1
KATL;10.0;13;90;>6000 ;9;R;CAT III;13.0;0.0;14000.0;None;1;0;0;1
KATL;10.0;13;90;>6000 ;10;X;CAT III;12.8;2.3;14000.0;None;1;0;0;1
KJFK;10.0;15;240;>6000 ;22;L;CAT III;14.1;5.1;10000.0;None;1;0;0;0
KJFK;10.0;15;240;>6000 ;22;R;CAT III;14.1;5.1;10000.0;None;1;0;0;0
KORD;10.0;8;220;>6000 ;27;C;CAT III;5.1;6.1;25000.0;None;1;0;0;1
KORD;10.0;8;220;>6000 ;27;R;CAT III;5.1;6.1;25000.0;None;1;0;0;1
KORD;10.0;8;220;>6000 ;28;C;CAT III;4.0;6.9;25000.0;None;1;0;0;1
KLAX;10.0;3;30;>6000 ;24;R;No ILS;-2.6;1.5;-1.0;None;0;1;1;1
KATL;6.0;7;100;>6000 ;8;L;CAT III;6.6;2.4;7000.0;RA;1;1;0;0
KATL;6.0;7;100;>6000 ;9;R;CAT III;6.9;1.2;7000.0;RA;1;1;0;0
KATL;6.0;7;100;>6000 ;10;X;CAT III;7.0;0.0;7000.0;RA;1;1;0;0
KIAD;10.0;10;220;>6000 ;19;L;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KIAD;10.0;10;220;>6000 ;19;C;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KIAD;10.0;10;220;>6000 ;19;R;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KJFK;10.0;18;240;>6000 ;22;L;CAT III;16.9;6.2;-1.0;None;1;0;0;0
KJFK;10.0;18;240;>6000 ;22;R;CAT III;16.9;6.2;-1.0;None;1;0;0;0
KIAD;10.0;10;240;>6000 ;19;C;CAT III;6.4;7.7;25000.0;None;1;0;0;1
KLAX;10.0;4;10;>6000 ;24;R;No ILS;-2.6;3.1;-1.0;None;0;1;1;1
KORD;10.0;5;220;>6000 ;27;C;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;27;R;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;28;C;CAT III;2.5;4.3;-1.0;None;1;0;0;1
KATL;6.0;8;120;>6000 ;8;L;CAT III;6.1;5.1;8000.0;RA;1;1;0;0
KATL;6.0;8;120;>6000 ;9;R;CAT III;6.9;4.0;8000.0;RA;1;1;0;0
KATL;6.0;8;120;>6000 ;10;X;CAT III;7.5;2.7;8000.0;RA;1;1;0;0
KLAX;10.0;4;320;>6000 ;24;R;No ILS;0.7;3.9;-1.0;None;0;1;1;1
KJFK;10.0;15;250;>6000 ;22;L;CAT III;13.0;7.5;9500.0;None;1;0;0;0
KJFK;10.0;15;250;>6000 ;22;R;CAT III;13.0;7.5;9500.0;None;1;0;0;0
KATL;6.0;9;110;>6000 ;8;L;CAT III;7.8;4.5;8000.0;- RA;1;1;0;0
KATL;6.0;9;110;>6000 ;9;R;CAT III;8.5;3.1;8000.0;- RA;1;1;0;0
KATL;6.0;9;110;>6000 ;10;X;CAT III;8.9;1.6;8000.0;- RA;1;1;0;0
KORD;10.0;8;230;>6000 ;27;C;CAT III;6.1;5.1;-1.0;None;1;0;0;1
KORD;10.0;8;230;>6000 ;27;R;CAT III;6.1;5.1;-1.0;None;1;0;0;1
KORD;10.0;8;230;>6000 ;28;C;CAT III;5.1;6.1;-1.0;None;1;0;0;1
KIAD;10.0;13;270;>6000 ;19;L;CAT III;2.3;12.8;25000.0;None;1;0;0;1
KIAD;10.0;13;270;>6000 ;19;C;CAT III;2.3;12.8;25000.0;None;1;0;0;1
KIAD;10.0;13;270;>6000 ;19;R;CAT III;2.3;12.8;25000.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;27;C;CAT III;9.8;1.7;-1.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;27;R;CAT III;9.8;1.7;-1.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;28;C;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KJFK;10.0;17;250;>6000 ;22;L;CAT III;14.7;8.5;-1.0;None;1;0;0;0
KJFK;10.0;17;250;>6000 ;22;R;CAT III;14.7;8.5;-1.0;None;1;0;0;0
KIAD;10.0;12;270;>6000 ;19;L;CAT III;2.1;11.8;25000.0;None;1;0;0;1
KIAD;10.0;12;270;>6000 ;19;C;CAT III;2.1;11.8;25000.0;None;1;0;0;1
KIAD;10.0;12;270;>6000 ;19;R;CAT III;2.1;11.8;25000.0;None;1;0;0;1
KATL;8.0;10;90;>6000 ;8;L;CAT III;9.8;1.7;8000.0;- RA;1;1;0;0
KATL;8.0;10;90;>6000 ;10;X;CAT III;9.8;1.7;8000.0;- RA;1;1;0;0
KATL;9.0;7;100;>6000 ;8;L;CAT III;6.6;2.4;3300.0;- RA;1;1;0;0
KATL;9.0;7;100;>6000 ;9;R;CAT III;6.9;1.2;3300.0;- RA;1;1;0;0
KATL;9.0;7;100;>6000 ;10;X;CAT III;7.0;0.0;3300.0;- RA;1;1;0;0
KLAX;10.0;4;360;>6000 ;24;R;No ILS;-2.0;3.5;-1.0;None;0;1;1;1
KIAD;10.0;15;280;>6000 ;19;L;CAT III;0.0;15.0;7500.0;None;1;0;0;1
KIAD;10.0;15;280;>6000 ;19;C;CAT III;0.0;15.0;7500.0;None;1;0;0;1
KIAD;10.0;15;280;>6000 ;19;R;CAT III;0.0;15.0;7500.0;None;1;0;0;1
KJFK;10.0;18;280;>6000 ;22;L;CAT III;9.0;15.6;-1.0;None;1;0;0;0
KJFK;10.0;18;280;>6000 ;22;R;CAT III;9.0;15.6;-1.0;None;1;0;0;0
KORD;10.0;14;230;>6000 ;27;C;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KORD;10.0;14;230;>6000 ;27;R;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KORD;10.0;14;230;>6000 ;28;C;CAT III;9.0;10.7;-1.0;None;1;0;0;1
KIAD;10.0;12;300;>6000 ;19;L;CAT III;-4.1;11.3;-1.0;None;1;0;0;1
KIAD;10.0;12;300;>6000 ;19;C;CAT III;-4.1;11.3;-1.0;None;1;0;0;1
KIAD;10.0;12;300;>6000 ;19;R;CAT III;-4.1;11.3;-1.0;None;1;0;0;1
KJFK;10.0;13;280;>6000 ;22;L;CAT III;6.5;11.3;7500.0;None;1;0;0;0
KJFK;10.0;13;280;>6000 ;22;R;CAT III;6.5;11.3;7500.0;None;1;0;0;0
KORD;10.0;12;240;>6000 ;27;C;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KORD;10.0;12;240;>6000 ;27;R;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KORD;10.0;12;240;>6000 ;28;C;CAT III;9.2;7.7;-1.0;None;1;0;0;1
KLAX;10.0;10;250;>6000 ;24;R;No ILS;9.8;1.7;-1.0;None;0;1;1;1
KATL;6.0;10;80;>6000 ;8;L;CAT III;10.0;0.0;7500.0;RA;1;1;0;0
KATL;6.0;10;80;>6000 ;9;R;CAT III;9.8;1.7;7500.0;RA;1;1;0;0
KATL;6.0;10;80;>6000 ;10;X;CAT III;9.4;3.4;7500.0;RA;1;1;0;0
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KATL;8.0;11;130;>6000 ;8;L;CAT III;7.1;8.4;8000.0;- RA;1;1;0;0
KATL;8.0;11;130;>6000 ;9;R;CAT III;8.4;7.1;8000.0;- RA;1;1;0;0
KATL;8.0;11;130;>6000 ;10;X;CAT III;9.5;5.5;8000.0;- RA;1;1;0;0
KORD;10.0;11;240;>6000 ;27;C;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KORD;10.0;11;240;>6000 ;27;R;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KORD;10.0;11;240;>6000 ;28;C;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KIAD;10.0;11;280;>6000 ;1;C;CAT III;0.0;11.0;-1.0;None;1;0;0;1
KJFK;10.0;19;290;>6000 ;22;L;CAT III;6.5;17.9;-1.0;None;1;0;0;0
KJFK;10.0;19;290;>6000 ;22;R;CAT III;6.5;17.9;-1.0;None;1;0;0;0
KIAD;10.0;8;290;>6000 ;1;R;CAT III;1.4;7.9;-1.0;None;1;0;0;1
KIAD;10.0;8;290;>6000 ;1;C;CAT III;1.4;7.9;-1.0;None;1;0;0;1
KIAD;10.0;8;290;>6000 ;1;L;CAT III;1.4;7.9;-1.0;None;1;0;0;1
KLAX;10.0;8;250;>6000 ;24;R;No ILS;7.9;1.4;-1.0;None;0;1;1;1
KORD;10.0;16;230;>6000 ;27;C;CAT III;12.3;10.3;25000.0;None;1;0;0;1
KORD;10.0;16;230;>6000 ;27;R;CAT III;12.3;10.3;25000.0;None;1;0;0;1
KORD;10.0;16;230;>6000 ;28;C;CAT III;10.3;12.3;25000.0;None;1;0;0;1
KJFK;10.0;17;280;>6000 ;22;L;CAT III;8.5;14.7;-1.0;None;1;0;0;0
KJFK;10.0;17;280;>6000 ;22;R;CAT III;8.5;14.7;-1.0;None;1;0;0;0
KATL;10.0;10;70;>6000 ;8;L;CAT III;9.8;1.7;900.0;None;1;1;0;0
KATL;10.0;10;70;>6000 ;9;R;CAT III;9.4;3.4;900.0;None;1;1;0;0
KATL;10.0;10;70;>6000 ;10;X;CAT III;8.7;5.0;900.0;None;1;1;0;0
KJFK;10.0;12;280;>6000 ;22;L;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KJFK;10.0;12;280;>6000 ;22;R;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KIAD;10.0;6;270;>6000 ;1;R;CAT III;-1.0;5.9;-1.0;None;1;0;0;1
KIAD;10.0;6;270;>6000 ;1;C;CAT III;-1.0;5.9;-1.0;None;1;0;0;1
KIAD;10.0;6;270;>6000 ;1;L;CAT III;-1.0;5.9;-1.0;None;1;0;0;1
KATL;10.0;12;50;>6000 ;8;L;CAT III;10.4;6.0;900.0;None;1;1;0;0
KATL;10.0;12;50;>6000 ;10;X;CAT III;7.7;9.2;900.0;None;1;1;0;0
KLAX;10.0;11;240;>6000 ;24;R;No ILS;11.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;15;250;>6000 ;27;C;CAT III;14.1;5.1;25000.0;None;1;0;0;1
KORD;10.0;15;250;>6000 ;27;R;CAT III;14.1;5.1;25000.0;None;1;0;0;1
KORD;10.0;15;250;>6000 ;28;C;CAT III;13.0;7.5;25000.0;None;1;0;0;1
KIAD;10.0;3;200;>6000 ;1;R;CAT III;-3.0;0.5;-1.0;None;1;0;0;1
KIAD;10.0;3;200;>6000 ;1;C;CAT III;-3.0;0.5;-1.0;None;1;0;0;1
KIAD;10.0;3;200;>6000 ;1;L;CAT III;-3.0;0.5;-1.0;None;1;0;0;1
KORD;10.0;9;240;>6000 ;27;C;CAT III;7.8;4.5;25000.0;None;1;0;0;1
KORD;10.0;9;240;>6000 ;27;R;CAT III;7.8;4.5;25000.0;None;1;0;0;1
KORD;10.0;9;240;>6000 ;28;C;CAT III;6.9;5.8;25000.0;None;1;0;0;1
KATL;10.0;7;110;>6000 ;8;L;CAT III;6.1;3.5;1400.0;None;1;1;0;0
KATL;10.0;7;110;>6000 ;10;X;CAT III;6.9;1.2;1400.0;None;1;1;0;0
KJFK;10.0;12;280;>6000 ;22;L;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KJFK;10.0;12;280;>6000 ;22;R;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KJFK;10.0;10;270;>6000 ;22;L;CAT III;6.4;7.7;-1.0;None;1;0;0;0
KJFK;10.0;10;270;>6000 ;22;R;CAT III;6.4;7.7;-1.0;None;1;0;0;0
KIAD;10.0;3;210;>6000 ;19;L;CAT III;2.8;1.0;-1.0;None;1;0;0;1
KIAD;10.0;3;210;>6000 ;19;C;CAT III;2.8;1.0;-1.0;None;1;0;0;1
KIAD;10.0;3;210;>6000 ;19;R;CAT III;2.8;1.0;-1.0;None;1;0;0;1
KORD;10.0;9;230;>6000 ;27;C;CAT III;6.9;5.8;25000.0;None;1;0;0;1
KORD;10.0;9;230;>6000 ;27;R;CAT III;6.9;5.8;25000.0;None;1;0;0;1
KORD;10.0;9;230;>6000 ;28;C;CAT III;5.8;6.9;25000.0;None;1;0;0;1
KATL;10.0;9;130;>6000 ;8;L;CAT III;5.8;6.9;9000.0;None;1;1;0;0
KATL;10.0;9;130;>6000 ;10;X;CAT III;7.8;4.5;9000.0;None;1;1;0;0
KLAX;10.0;14;250;>6000 ;24;R;No ILS;13.8;2.4;-1.0;None;0;1;1;1
KATL;10.0;7;100;>6000 ;8;L;CAT III;6.6;2.4;9500.0;- RA;1;1;0;0
KATL;10.0;7;100;>6000 ;9;R;CAT III;6.9;1.2;9500.0;- RA;1;1;0;0
KATL;10.0;7;100;>6000 ;10;X;CAT III;7.0;0.0;9500.0;- RA;1;1;0;0
KORD;10.0;7;230;>6000 ;28;C;CAT III;4.5;5.4;-1.0;None;1;0;0;0
KIAD;10.0;5;180;>6000 ;19;L;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KIAD;10.0;5;180;>6000 ;19;C;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KIAD;10.0;5;180;>6000 ;19;R;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KJFK;10.0;10;260;>6000 ;31;R;CAT III;6.4;7.7;-1.0;None;1;0;0;1
KJFK;10.0;10;260;>6000 ;31;L;CAT III;6.4;7.7;-1.0;None;1;0;0;1
KLAX;10.0;10;260;>6000 ;24;R;No ILS;9.4;3.4;-1.0;None;0;1;1;1
KJFK;10.0;9;260;>6000 ;31;R;CAT III;5.8;6.9;-1.0;None;1;0;0;1
KJFK;10.0;9;260;>6000 ;31;L;CAT III;5.8;6.9;-1.0;None;1;0;0;1
KIAD;10.0;4;190;>6000 ;19;L;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;190;>6000 ;19;R;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;7;220;>6000 ;28;C;CAT III;3.5;6.1;-1.0;None;1;0;0;0
KLAX;10.0;4;240;>6000 ;24;R;No ILS;4.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;7;100;>6000 ;8;L;CAT III;6.6;2.4;10000.0;None;1;1;0;0
KATL;10.0;7;100;>6000 ;9;R;CAT III;6.9;1.2;10000.0;None;1;1;0;0
KATL;10.0;7;100;>6000 ;10;X;CAT III;7.0;0.0;10000.0;None;1;1;0;0
KIAD;10.0;4;170;>6000 ;19;L;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KIAD;10.0;4;170;>6000 ;19;R;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KJFK;10.0;7;240;>6000 ;31;R;CAT III;2.4;6.6;-1.0;None;1;0;0;1
KJFK;10.0;7;240;>6000 ;31;L;CAT III;2.4;6.6;-1.0;None;1;0;0;1
KATL;10.0;9;90;>6000 ;8;L;CAT III;8.9;1.6;1700.0;None;1;1;0;0
KATL;10.0;9;90;>6000 ;9;R;CAT III;9.0;0.0;1700.0;None;1;1;0;0
KATL;10.0;9;90;>6000 ;10;X;CAT III;8.9;1.6;1700.0;None;1;1;0;0
KORD;10.0;8;230;>6000 ;28;C;CAT III;5.1;6.1;-1.0;None;1;0;0;0
KLAX;10.0;3;190;>6000 ;24;R;No ILS;1.9;2.3;-1.0;None;0;1;1;1
KJFK;10.0;8;240;>6000 ;31;R;CAT III;2.7;7.5;-1.0;None;1;0;0;1
KJFK;10.0;8;240;>6000 ;31;L;CAT III;2.7;7.5;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;5;220;>6000 ;24;R;No ILS;4.7;1.7;-1.0;None;0;1;1;1
KORD;10.0;8;230;>6000 ;28;C;CAT III;5.1;6.1;-1.0;None;1;0;0;0
KATL;10.0;9;80;>6000 ;8;L;CAT III;9.0;0.0;1400.0;- RA;1;1;0;0
KATL;10.0;9;80;>6000 ;9;R;CAT III;8.9;1.6;1400.0;- RA;1;1;0;0
KATL;10.0;9;80;>6000 ;10;X;CAT III;8.5;3.1;1400.0;- RA;1;1;0;0
KIAD;10.0;3;190;>6000 ;19;L;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;3;190;>6000 ;19;R;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;11;60;>6000 ;8;L;CAT III;10.3;3.8;1500.0;None;1;1;0;0
KATL;10.0;11;60;>6000 ;9;R;CAT III;9.5;5.5;1500.0;None;1;1;0;0
KATL;10.0;11;60;>6000 ;10;X;CAT III;8.4;7.1;1500.0;None;1;1;0;0
KORD;10.0;8;240;>6000 ;28;C;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KJFK;10.0;10;220;>6000 ;31;R;CAT III;0.0;10.0;-1.0;None;1;0;0;1
KJFK;10.0;10;220;>6000 ;31;L;CAT III;0.0;10.0;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;8;50;>6000 ;8;L;CAT III;6.9;4.0;1600.0;None;1;1;0;0
KATL;10.0;8;50;>6000 ;9;R;CAT III;6.1;5.1;1600.0;None;1;1;0;0
KATL;10.0;8;50;>6000 ;10;X;CAT III;5.1;6.1;1600.0;None;1;1;0;0
KIAD;10.0;3;190;>6000 ;19;L;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;3;190;>6000 ;19;R;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;3;140;>6000 ;24;R;No ILS;-0.5;3.0;-1.0;None;0;1;1;1
KORD;10.0;8;240;>6000 ;28;R;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KSFO;10.0;3;270;>6000 ;28;R;No ILS;3.0;0.5;-1.0;None;0;0;0;1
KJFK;10.0;10;230;>6000 ;31;R;CAT III;1.7;9.8;-1.0;None;1;0;0;1
KJFK;10.0;10;230;>6000 ;31;L;CAT III;1.7;9.8;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;4;40;>6000 ;8;L;CAT III;3.1;2.6;1700.0;- RA;1;1;0;0
KATL;10.0;4;40;>6000 ;9;R;CAT III;2.6;3.1;1700.0;- RA;1;1;0;0
KATL;10.0;4;40;>6000 ;10;X;CAT III;2.0;3.5;1700.0;- RA;1;1;0;0
KORD;10.0;7;230;>6000 ;28;R;CAT III;4.5;5.4;-1.0;None;1;0;0;0
KIAD;10.0;3;190;>6000 ;19;L;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;3;190;>6000 ;19;R;CAT III;3.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;6;220;>6000 ;31;R;CAT III;0.0;6.0;-1.0;None;1;0;0;1
KJFK;10.0;6;220;>6000 ;31;L;CAT III;0.0;6.0;-1.0;None;1;0;0;1
KIAD;10.0;6;200;>6000 ;19;L;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;200;>6000 ;19;R;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KATL;8.0;8;30;>6000 ;8;L;CAT III;5.1;6.1;7500.0;- RA;1;1;0;0
KATL;8.0;8;30;>6000 ;9;R;CAT III;4.0;6.9;7500.0;- RA;1;1;0;0
KATL;8.0;8;30;>6000 ;10;X;CAT III;2.7;7.5;7500.0;- RA;1;1;0;0
KSFO;10.0;3;240;>6000 ;28;R;No ILS;2.3;1.9;-1.0;None;0;0;0;1
KORD;10.0;6;240;>6000 ;28;C;CAT III;4.6;3.9;-1.0;None;1;0;0;0
KORD;10.0;5;230;>6000 ;28;C;CAT III;3.2;3.8;-1.0;None;1;0;0;0
KATL;9.0;9;50;>6000 ;8;L;CAT III;7.8;4.5;1800.0;- RA;1;1;0;0
KATL;9.0;9;50;>6000 ;9;R;CAT III;6.9;5.8;1800.0;- RA;1;1;0;0
KATL;9.0;9;50;>6000 ;10;X;CAT III;5.8;6.9;1800.0;- RA;1;1;0;0
KJFK;10.0;11;230;>6000 ;22;L;CAT III;10.8;1.9;-1.0;None;1;0;0;0
KJFK;10.0;11;230;>6000 ;22;R;CAT III;10.8;1.9;-1.0;None;1;0;0;0
KIAD;10.0;4;200;>6000 ;19;L;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KIAD;10.0;4;200;>6000 ;19;C;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KIAD;10.0;4;200;>6000 ;19;R;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KSFO;10.0;0;0;>6000 ;28;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;9.0;14;60;>6000 ;8;L;CAT III;13.2;4.8;7000.0;- RA;1;1;0;0
KATL;9.0;14;60;>6000 ;10;X;CAT III;10.7;9.0;7000.0;- RA;1;1;0;0
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;5;220;>6000 ;27;C;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;27;R;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;28;C;CAT III;2.5;4.3;-1.0;None;1;0;0;1
KJFK;10.0;11;250;>6000 ;22;L;CAT III;9.5;5.5;-1.0;None;1;0;0;0
KJFK;10.0;11;250;>6000 ;22;R;CAT III;9.5;5.5;-1.0;None;1;0;0;0
KSFO;10.0;0;0;>6000 ;28;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KIAD;10.0;4;-1;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;-1;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;4;200;>6000 ;28;R;No ILS;0.7;3.9;25000.0;None;0;0;0;1
KLAX;10.0;3;200;>6000 ;6;R;No ILS;-2.3;1.9;-1.0;None;0;1;1;1
KATL;10.0;7;80;>6000 ;8;L;CAT III;7.0;0.0;2800.0;- RA;1;1;0;0
KATL;10.0;7;80;>6000 ;10;X;CAT III;6.6;2.4;2800.0;- RA;1;1;0;0
KJFK;10.0;10;250;>6000 ;22;L;CAT III;8.7;5.0;25000.0;None;1;0;0;0
KJFK;10.0;10;250;>6000 ;22;R;CAT III;8.7;5.0;25000.0;None;1;0;0;0
KORD;10.0;6;230;>6000 ;27;C;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KORD;10.0;6;230;>6000 ;27;R;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KORD;10.0;6;230;>6000 ;28;C;CAT III;3.9;4.6;-1.0;None;1;0;0;1
KSFO;10.0;0;0;>6000 ;28;R;No ILS;0.0;0.0;25000.0;None;0;0;0;1
KATL;3.0;11;60;>6000 ;8;L;CAT III;10.3;3.8;3500.0;RA BR;1;1;0;0
KATL;3.0;11;60;>6000 ;10;X;CAT III;8.4;7.1;3500.0;RA BR;1;1;0;0
KLAX;10.0;3;280;>6000 ;6;R;No ILS;-2.3;1.9;-1.0;None;0;1;1;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;5;230;>6000 ;27;C;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KORD;10.0;5;230;>6000 ;27;R;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KORD;10.0;5;230;>6000 ;28;C;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KJFK;10.0;8;260;>6000 ;22;L;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KJFK;10.0;8;260;>6000 ;22;R;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KLAX;10.0;3;10;>6000 ;24;R;No ILS;-1.9;2.3;-1.0;None;0;1;1;1
KATL;4.0;6;20;>6000 ;8;L;CAT III;3.0;5.2;2100.0;- RA BR;1;1;0;0
KATL;4.0;6;20;>6000 ;9;R;CAT III;2.1;5.6;2100.0;- RA BR;1;1;0;0
KATL;4.0;6;20;>6000 ;10;X;CAT III;1.0;5.9;2100.0;- RA BR;1;1;0;0
KJFK;10.0;10;250;>6000 ;22;L;CAT III;8.7;5.0;-1.0;None;1;0;0;0
KJFK;10.0;10;250;>6000 ;22;R;CAT III;8.7;5.0;-1.0;None;1;0;0;0
KIAD;10.0;3;230;>6000 ;19;L;CAT III;2.3;1.9;-1.0;None;1;0;0;1
KIAD;10.0;3;230;>6000 ;19;C;CAT III;2.3;1.9;-1.0;None;1;0;0;1
KIAD;10.0;3;230;>6000 ;19;R;CAT III;2.3;1.9;-1.0;None;1;0;0;1
KORD;10.0;4;230;>6000 ;27;C;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KORD;10.0;4;230;>6000 ;27;R;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KORD;10.0;4;230;>6000 ;28;C;CAT III;2.6;3.1;-1.0;None;1;0;0;1
KATL;6.0;8;40;>6000 ;8;L;CAT III;6.1;5.1;1400.0;- RA;1;1;0;0
KATL;6.0;8;40;>6000 ;9;R;CAT III;5.1;6.1;1400.0;- RA;1;1;0;0
KATL;6.0;8;40;>6000 ;10;X;CAT III;4.0;6.9;1400.0;- RA;1;1;0;0
KJFK;10.0;9;280;>6000 ;22;L;CAT III;4.5;7.8;-1.0;None;1;0;0;0
KJFK;10.0;9;280;>6000 ;22;R;CAT III;4.5;7.8;-1.0;None;1;0;0;0
KIAD;10.0;4;260;>6000 ;19;L;CAT III;1.4;3.8;-1.0;None;1;0;0;1
KIAD;10.0;4;260;>6000 ;19;C;CAT III;1.4;3.8;-1.0;None;1;0;0;1
KIAD;10.0;4;260;>6000 ;19;R;CAT III;1.4;3.8;-1.0;None;1;0;0;1
KORD;10.0;10;230;>6000 ;27;C;CAT III;7.7;6.4;-1.0;None;1;0;0;1
KORD;10.0;10;230;>6000 ;27;R;CAT III;7.7;6.4;-1.0;None;1;0;0;1
KORD;10.0;10;230;>6000 ;28;C;CAT III;6.4;7.7;-1.0;None;1;0;0;1
