airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;R;CAT III;0.0;-0.0;25000;No Phenomenon;1;0;0;1
KATL;10.0;6;0;170;6000.0;Excellent;26;R;CAT II;-0.0;-6.0;99999;No Phenomenon;0;0;0;1
KORD;3.0;15;0;10;6000.0;Excellent;9;R;CAT III;2.6;-14.8;400;-DZ BR;1;0;0;0
KATL;10.0;6;0;170;6000.0;Excellent;26;R;CAT II;-0.0;-6.0;25000;No Phenomenon;0;0;0;1
KJFK;10.0;11;0;80;6000.0;Excellent;31;L;CAT I;-7.1;8.4;11000;No Phenomenon;1;0;0;0
KORD;2.0;12;0;360;6000.0;Excellent;9;C;CAT III;-0.0;-12.0;500;-RA BR;1;0;0;0
KLAX;10.0;4;0;210;6000.0;Excellent;24;R;CAT III;3.5;-2.0;99999;No Phenomenon;0;0;1;1
KIAD;10.0;3;0;80;6000.0;Excellent;1;C;CAT II;1.0;2.8;3100;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;80;6000.0;Excellent;1;L;CAT III;1.0;2.8;3100;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;80;6000.0;Excellent;1;R;CAT III;1.0;2.8;3100;No Phenomenon;1;0;0;1
KSFO;10.0;10;0;270;6000.0;Excellent;28;L;CAT II;9.8;-1.7;20000;No Phenomenon;0;0;0;1
KSFO;10.0;10;0;270;6000.0;Excellent;28;R;CAT III;9.8;-1.7;20000;No Phenomenon;0;0;0;1
KSFO;10.0;12;0;270;6000.0;Excellent;28;L;CAT II;11.8;-2.1;20000;No Phenomenon;0;0;0;1
KSFO;10.0;12;0;270;6000.0;Excellent;28;R;CAT III;11.8;-2.1;20000;No Phenomenon;0;0;0;1
KJFK;10.0;17;0;110;6000.0;Excellent;4;R;CAT III;5.8;16.0;11000;No Phenomenon;1;0;0;0
KLAX;10.0;3;0;70;6000.0;Excellent;24;R;CAT III;-3.0;-0.5;99999;No Phenomenon;0;0;1;1
KIAD;10.0;4;0;120;6000.0;Excellent;1;C;CAT II;-1.4;3.8;3200;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;120;6000.0;Excellent;1;L;CAT III;-1.4;3.8;3200;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;120;6000.0;Excellent;1;R;CAT III;-1.4;3.8;3200;No Phenomenon;1;0;0;1
KATL;10.0;5;0;170;6000.0;Excellent;26;R;CAT II;-0.0;-5.0;25000;No Phenomenon;0;0;0;1
KORD;5.0;12;0;350;6000.0;Excellent;9;C;CAT III;-2.1;-11.8;500;-RA BR;1;0;0;0
KSFO;10.0;7;0;260;6000.0;Excellent;28;R;CAT III;6.6;-2.4;20000;No Phenomenon;1;0;0;0
KJFK;10.0;16;24;120;6000.0;Excellent;4;L;CAT I;2.8;15.8;6500;No Phenomenon;1;0;0;0
KJFK;10.0;16;24;120;6000.0;Excellent;4;R;CAT III;2.8;15.8;6500;No Phenomenon;1;0;0;0
KATL;10.0;5;0;180;6000.0;Excellent;26;R;CAT II;0.9;-4.9;20000;No Phenomenon;0;0;0;1
KIAD;10.0;3;0;130;6000.0;Excellent;19;C;CAT III;1.5;-2.6;2900;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;130;6000.0;Excellent;19;L;CAT III;1.5;-2.6;2900;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;130;6000.0;Excellent;19;R;CAT III;1.5;-2.6;2900;No Phenomenon;1;0;0;1
KORD;10.0;11;0;360;6000.0;Excellent;9;C;CAT III;-0.0;-11.0;500;No Phenomenon;1;0;0;0
KLAX;10.0;4;0;80;6000.0;Excellent;24;R;CAT III;-3.8;-1.4;99999;No Phenomenon;0;0;1;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;2500;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;2500;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;2500;No Phenomenon;1;0;0;1
KSFO;10.0;3;0;250;6000.0;Excellent;28;R;CAT III;2.6;-1.5;20000;No Phenomenon;1;0;0;0
KLAX;10.0;3;0;120;6000.0;Excellent;24;R;CAT III;-1.5;-2.6;99999;No Phenomenon;0;0;1;1
KJFK;10.0;14;22;110;6000.0;Excellent;4;L;CAT I;4.8;13.2;10000;No Phenomenon;1;0;0;0
KJFK;10.0;14;22;110;6000.0;Excellent;4;R;CAT III;4.8;13.2;10000;No Phenomenon;1;0;0;0
KATL;10.0;5;0;160;6000.0;Excellent;26;R;CAT II;-0.9;-4.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;9;0;350;6000.0;Excellent;9;L;CAT III;-1.6;-8.9;600;No Phenomenon;1;0;0;0
KORD;10.0;9;0;350;6000.0;Excellent;10;C;CAT III;-3.1;-8.5;600;No Phenomenon;1;0;0;0
KORD;10.0;9;0;350;6000.0;Excellent;10;R;CAT III;-3.1;-8.5;600;No Phenomenon;1;0;0;0
KJFK;10.0;16;24;110;6000.0;Excellent;4;L;CAT I;5.5;15.0;7000;No Phenomenon;1;0;0;0
KJFK;10.0;16;24;110;6000.0;Excellent;4;R;CAT III;5.5;15.0;7000;No Phenomenon;1;0;0;0
KIAD;10.0;3;0;190;6000.0;Excellent;19;C;CAT III;3.0;0.0;1900;No Phenomenon;1;0;0;0
KATL;10.0;6;0;180;6000.0;Excellent;26;R;CAT II;1.0;-5.9;99999;No Phenomenon;1;0;0;1
KLAX;10.0;5;0;90;6000.0;Excellent;24;R;CAT III;-4.3;-2.5;99999;No Phenomenon;0;0;1;1
KSFO;10.0;5;0;250;6000.0;Excellent;28;R;CAT III;4.3;-2.5;20000;No Phenomenon;1;0;0;0
KORD;8.0;10;0;10;6000.0;Excellent;9;L;CAT III;1.7;-9.8;600;No Phenomenon;1;0;0;0
KORD;8.0;10;0;10;6000.0;Excellent;10;C;CAT III;-0.0;-10.0;600;No Phenomenon;1;0;0;0
KORD;8.0;10;0;10;6000.0;Excellent;10;R;CAT III;-0.0;-10.0;600;No Phenomenon;1;0;0;0
KSFO;10.0;0;0;0;6000.0;Excellent;28;R;CAT III;0.0;0.0;20000;No Phenomenon;1;0;0;0
KLAX;10.0;4;0;80;6000.0;Excellent;24;R;CAT III;-3.8;-1.4;99999;No Phenomenon;0;0;1;1
KORD;10.0;7;0;340;6000.0;Excellent;9;L;CAT III;-2.4;-6.6;700;No Phenomenon;1;0;0;0
KORD;10.0;7;0;340;6000.0;Excellent;10;C;CAT III;-3.5;-6.1;700;No Phenomenon;1;0;0;0
KORD;10.0;7;0;340;6000.0;Excellent;10;R;CAT III;-3.5;-6.1;700;No Phenomenon;1;0;0;0
KATL;10.0;6;0;180;6000.0;Excellent;26;R;CAT II;1.0;-5.9;99999;No Phenomenon;1;0;0;1
KJFK;10.0;12;24;120;6000.0;Excellent;4;L;CAT I;2.1;11.8;6500;No Phenomenon;1;0;0;0
KJFK;10.0;12;24;120;6000.0;Excellent;4;R;CAT III;2.1;11.8;6500;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;160;6000.0;Excellent;19;C;CAT III;4.3;-2.5;1700;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;160;6000.0;Excellent;19;L;CAT III;4.3;-2.5;1700;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;160;6000.0;Excellent;19;R;CAT III;4.3;-2.5;1700;No Phenomenon;1;0;0;0
KLAX;10.0;6;0;90;6000.0;Excellent;24;R;CAT III;-5.2;-3.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;6;0;90;6000.0;Excellent;25;L;CAT III;-5.6;-2.1;99999;No Phenomenon;0;0;1;1
KJFK;10.0;19;27;110;6000.0;Excellent;4;L;CAT I;6.5;17.9;6000;No Phenomenon;1;0;0;0
KJFK;10.0;19;27;110;6000.0;Excellent;4;R;CAT III;6.5;17.9;6000;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;150;6000.0;Excellent;19;C;CAT III;5.4;-4.5;1200;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;150;6000.0;Excellent;19;L;CAT III;5.4;-4.5;1200;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;150;6000.0;Excellent;19;R;CAT III;5.4;-4.5;1200;No Phenomenon;1;0;0;0
KSFO;10.0;0;0;0;6000.0;Excellent;28;L;CAT II;0.0;0.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;0;0;0;6000.0;Excellent;28;R;CAT III;0.0;0.0;20000;No Phenomenon;0;0;0;1
KATL;10.0;12;0;210;6000.0;Excellent;26;R;CAT II;7.7;-9.2;99999;No Phenomenon;1;0;0;0
KORD;10.0;8;0;340;6000.0;Excellent;9;L;CAT III;-2.7;-7.5;3600;No Phenomenon;1;0;0;0
KORD;10.0;8;0;340;6000.0;Excellent;10;C;CAT III;-4.0;-6.9;3600;No Phenomenon;1;0;0;0
KORD;10.0;8;0;340;6000.0;Excellent;10;R;CAT III;-4.0;-6.9;3600;No Phenomenon;1;0;0;0
KLAX;10.0;5;0;80;6000.0;Excellent;24;R;CAT III;-4.7;-1.7;99999;No Phenomenon;0;0;1;1
KLAX;10.0;5;0;80;6000.0;Excellent;25;L;CAT III;-4.9;-0.9;99999;No Phenomenon;0;0;1;1
KSFO;10.0;0;0;0;6000.0;Excellent;28;L;CAT II;0.0;0.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;0;0;0;6000.0;Excellent;28;R;CAT III;0.0;0.0;20000;No Phenomenon;0;0;0;1
KORD;10.0;6;0;340;6000.0;Excellent;9;L;CAT III;-2.1;-5.6;4800;No Phenomenon;1;0;0;0
KORD;10.0;6;0;340;6000.0;Excellent;10;C;CAT III;-3.0;-5.2;4800;No Phenomenon;1;0;0;0
KORD;10.0;6;0;340;6000.0;Excellent;10;R;CAT III;-3.0;-5.2;4800;No Phenomenon;1;0;0;0
KJFK;10.0;19;31;120;6000.0;Excellent;4;L;CAT I;3.3;18.7;5500;No Phenomenon;1;0;0;0
KJFK;10.0;19;31;120;6000.0;Excellent;4;R;CAT III;3.3;18.7;5500;No Phenomenon;1;0;0;0
KATL;10.0;12;17;180;6000.0;Excellent;26;R;CAT II;2.1;-11.8;25000;No Phenomenon;1;0;0;0
KIAD;10.0;8;0;150;6000.0;Excellent;19;L;CAT III;6.1;-5.1;1000;No Phenomenon;1;0;0;0
KLAX;10.0;6;0;80;6000.0;Excellent;24;R;CAT III;-5.6;-2.1;99999;No Phenomenon;0;0;1;1
KLAX;10.0;6;0;80;6000.0;Excellent;25;L;CAT III;-5.9;-1.0;99999;No Phenomenon;0;0;1;1
KATL;10.0;12;0;180;6000.0;Excellent;26;R;CAT II;2.1;-11.8;25000;No Phenomenon;1;0;0;1
KSFO;10.0;0;0;0;6000.0;Excellent;28;L;CAT II;0.0;0.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;0;0;0;6000.0;Excellent;28;R;CAT III;0.0;0.0;20000;No Phenomenon;0;0;0;1
KJFK;10.0;17;27;110;6000.0;Excellent;4;L;CAT I;5.8;16.0;5000;No Phenomenon;1;0;0;0
KJFK;10.0;17;27;110;6000.0;Excellent;4;R;CAT III;5.8;16.0;5000;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;180;6000.0;Excellent;19;C;CAT III;4.9;-0.9;800;No Phenomenon;1;0;0;0
KORD;10.0;6;0;320;6000.0;Excellent;9;L;CAT III;-3.9;-4.6;25000;No Phenomenon;1;0;0;1
KORD;10.0;6;0;320;6000.0;Excellent;10;C;CAT III;-4.6;-3.9;25000;No Phenomenon;1;0;0;1
KORD;10.0;6;0;320;6000.0;Excellent;10;R;CAT III;-4.6;-3.9;25000;No Phenomenon;1;0;0;1
KJFK;6.0;18;23;110;6000.0;Excellent;4;L;CAT I;6.2;16.9;5000;-RA;1;0;0;0
KJFK;6.0;18;23;110;6000.0;Excellent;4;R;CAT III;6.2;16.9;5000;-RA;1;0;0;0
KLAX;10.0;0;0;0;6000.0;Excellent;24;R;CAT III;-0.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;0;0;0;6000.0;Excellent;25;L;CAT III;-0.0;0.0;99999;No Phenomenon;0;0;1;1
KATL;10.0;12;0;200;6000.0;Excellent;26;R;CAT II;6.0;-10.4;25000;No Phenomenon;1;0;0;1
KORD;10.0;10;0;340;6000.0;Excellent;9;L;CAT III;-3.4;-9.4;25000;No Phenomenon;1;0;0;1
KORD;10.0;10;0;340;6000.0;Excellent;10;C;CAT III;-5.0;-8.7;25000;No Phenomenon;1;0;0;1
KORD;10.0;10;0;340;6000.0;Excellent;10;R;CAT III;-5.0;-8.7;25000;No Phenomenon;1;0;0;1
KIAD;10.0;7;0;160;6000.0;Excellent;19;C;CAT III;6.1;-3.5;700;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;160;6000.0;Excellent;19;L;CAT III;6.1;-3.5;700;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;160;6000.0;Excellent;19;R;CAT III;6.1;-3.5;700;No Phenomenon;1;0;0;0
KSFO;10.0;4;0;310;6000.0;Excellent;28;L;CAT II;3.5;2.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;4;0;310;6000.0;Excellent;28;R;CAT III;3.5;2.0;20000;No Phenomenon;0;0;0;1
KIAD;10.0;7;0;170;6000.0;Excellent;19;C;CAT III;6.6;-2.4;1200;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;170;6000.0;Excellent;19;L;CAT III;6.6;-2.4;1200;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;170;6000.0;Excellent;19;R;CAT III;6.6;-2.4;1200;No Phenomenon;1;0;0;0
KJFK;10.0;16;22;110;6000.0;Excellent;4;L;CAT I;5.5;15.0;4500;No Phenomenon;1;0;0;0
KJFK;10.0;16;22;110;6000.0;Excellent;4;R;CAT III;5.5;15.0;4500;No Phenomenon;1;0;0;0
KSFO;10.0;6;0;340;6000.0;Excellent;28;L;CAT II;3.0;5.2;20000;No Phenomenon;0;0;0;1
KSFO;10.0;6;0;340;6000.0;Excellent;28;R;CAT III;3.0;5.2;20000;No Phenomenon;0;0;0;1
KLAX;10.0;8;0;230;6000.0;Excellent;24;R;CAT III;7.9;-1.4;99999;No Phenomenon;0;0;1;1
KLAX;10.0;8;0;230;6000.0;Excellent;25;L;CAT III;7.5;-2.7;99999;No Phenomenon;0;0;1;1
KATL;10.0;17;30;180;6000.0;Excellent;26;R;CAT II;3.0;-16.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;8;0;330;6000.0;Excellent;27;C;CAT III;4.0;6.9;25000;No Phenomenon;1;0;0;1
KORD;10.0;8;0;330;6000.0;Excellent;27;R;CAT III;4.0;6.9;25000;No Phenomenon;1;0;0;1
KORD;10.0;8;0;330;6000.0;Excellent;28;C;CAT III;5.1;6.1;25000;No Phenomenon;1;0;0;1
KJFK;10.0;14;25;110;6000.0;Excellent;4;L;CAT I;4.8;13.2;3500;-RA;1;0;0;0
KJFK;10.0;14;25;110;6000.0;Excellent;4;R;CAT III;4.8;13.2;3500;-RA;1;0;0;0
KIAD;10.0;10;0;200;6000.0;Excellent;19;C;CAT III;9.8;1.7;12000;No Phenomenon;1;0;0;0
KIAD;10.0;10;0;200;6000.0;Excellent;19;L;CAT III;9.8;1.7;12000;No Phenomenon;1;0;0;0
KIAD;10.0;10;0;200;6000.0;Excellent;19;R;CAT III;9.8;1.7;12000;No Phenomenon;1;0;0;0
KLAX;10.0;9;0;200;6000.0;Excellent;24;R;CAT III;6.9;-5.8;99999;No Phenomenon;0;0;1;1
KLAX;10.0;9;0;200;6000.0;Excellent;25;L;CAT III;5.8;-6.9;99999;No Phenomenon;0;0;1;1
KSFO;10.0;3;0;20;6000.0;Excellent;28;L;CAT II;-0.5;3.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;3;0;20;6000.0;Excellent;28;R;CAT III;-0.5;3.0;20000;No Phenomenon;0;0;0;1
KATL;10.0;13;21;220;6000.0;Excellent;26;R;CAT II;10.0;-8.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;14;18;350;6000.0;Excellent;27;C;CAT III;2.4;13.8;25000;No Phenomenon;1;0;0;1
KORD;10.0;14;18;350;6000.0;Excellent;27;R;CAT III;2.4;13.8;25000;No Phenomenon;1;0;0;1
KORD;10.0;14;18;350;6000.0;Excellent;28;C;CAT III;4.8;13.2;25000;No Phenomenon;1;0;0;1
KLAX;10.0;9;0;210;6000.0;Excellent;24;R;CAT III;7.8;-4.5;99999;No Phenomenon;0;0;1;1
KLAX;10.0;9;0;210;6000.0;Excellent;25;L;CAT III;6.9;-5.8;99999;No Phenomenon;0;0;1;1
KORD;10.0;9;0;330;6000.0;Excellent;27;C;CAT III;4.5;7.8;4000;No Phenomenon;1;0;0;1
KORD;10.0;9;0;330;6000.0;Excellent;27;R;CAT III;4.5;7.8;4000;No Phenomenon;1;0;0;1
KORD;10.0;9;0;330;6000.0;Excellent;28;C;CAT III;5.8;6.9;4000;No Phenomenon;1;0;0;1
KSFO;10.0;3;0;10;6000.0;Excellent;28;L;CAT II;0.0;3.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;3;0;10;6000.0;Excellent;28;R;CAT III;0.0;3.0;20000;No Phenomenon;0;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;C;CAT III;10.0;0.0;14000;No Phenomenon;1;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;L;CAT III;10.0;0.0;14000;No Phenomenon;1;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;R;CAT III;10.0;0.0;14000;No Phenomenon;1;0;0;1
KATL;10.0;15;23;200;6000.0;Excellent;26;R;CAT II;7.5;-13.0;99999;No Phenomenon;1;0;0;1
KJFK;9.0;17;26;110;6000.0;Excellent;4;L;CAT I;5.8;16.0;1300;No Phenomenon;1;0;0;0
KJFK;9.0;17;26;110;6000.0;Excellent;4;R;CAT III;5.8;16.0;1300;No Phenomenon;1;0;0;0
KIAD;10.0;8;0;150;6000.0;Excellent;19;C;CAT III;6.1;-5.1;25000;No Phenomenon;1;0;0;1
KSFO;10.0;13;0;280;6000.0;Excellent;28;L;CAT II;13.0;0.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;13;0;280;6000.0;Excellent;28;R;CAT III;13.0;0.0;20000;No Phenomenon;0;0;0;1
KORD;10.0;11;0;340;6000.0;Excellent;27;C;CAT III;3.8;10.3;4100;No Phenomenon;1;0;0;1
KORD;10.0;11;0;340;6000.0;Excellent;27;R;CAT III;3.8;10.3;4100;No Phenomenon;1;0;0;1
KORD;10.0;11;0;340;6000.0;Excellent;28;C;CAT III;5.5;9.5;4100;No Phenomenon;1;0;0;1
KJFK;1.5;11;0;70;4500.0;Stable;4;L;CAT I;9.5;5.5;800;-DZ BR;1;0;0;0
KJFK;1.5;11;0;70;5000.0;Stable;4;R;CAT III;9.5;5.5;800;-DZ BR;1;0;0;0
KLAX;10.0;12;0;190;6000.0;Excellent;24;R;CAT III;7.7;-9.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;12;0;190;6000.0;Excellent;25;L;CAT III;6.0;-10.4;99999;No Phenomenon;0;0;1;1
KORD;10.0;10;0;340;6000.0;Excellent;27;C;CAT III;3.4;9.4;4500;No Phenomenon;1;0;0;1
KORD;10.0;10;0;340;6000.0;Excellent;27;R;CAT III;3.4;9.4;4500;No Phenomenon;1;0;0;1
KORD;10.0;10;0;340;6000.0;Excellent;28;C;CAT III;5.0;8.7;4500;No Phenomenon;1;0;0;1
KLAX;10.0;18;0;240;6000.0;Excellent;24;R;CAT III;18.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;18;0;240;6000.0;Excellent;25;L;CAT III;17.7;-3.1;99999;No Phenomenon;0;0;1;1
KSFO;10.0;11;0;290;6000.0;Excellent;28;L;CAT II;10.8;1.9;99999;No Phenomenon;0;0;0;1
KSFO;10.0;11;0;290;6000.0;Excellent;28;R;CAT III;10.8;1.9;99999;No Phenomenon;0;0;0;1
KJFK;1.5;9;0;70;6000.0;Excellent;4;L;CAT I;7.8;4.5;600;No Phenomenon;1;0;0;0
KJFK;1.5;9;0;70;6000.0;Excellent;4;R;CAT III;7.8;4.5;600;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;-1;6000.0;Excellent;19;C;CAT III;-4.9;1.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;L;CAT III;-4.9;1.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;R;CAT III;-4.9;1.0;25000;No Phenomenon;1;0;0;1
KATL;10.0;17;30;220;6000.0;Excellent;26;R;CAT II;13.0;-10.9;99999;No Phenomenon;1;0;0;1
KATL;10.0;11;23;210;6000.0;Excellent;26;R;CAT II;7.1;-8.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;7;0;340;6000.0;Excellent;27;C;CAT III;2.4;6.6;4600;No Phenomenon;1;0;0;1
KORD;10.0;7;0;340;6000.0;Excellent;27;R;CAT III;2.4;6.6;4600;No Phenomenon;1;0;0;1
KORD;10.0;7;0;340;6000.0;Excellent;28;C;CAT III;3.5;6.1;4600;No Phenomenon;1;0;0;1
KJFK;2.0;8;0;40;6000.0;Excellent;4;L;CAT I;8.0;0.0;600;-DZ BR;1;0;0;0
KJFK;2.0;8;0;40;6000.0;Excellent;4;R;CAT III;8.0;0.0;600;-DZ BR;1;0;0;0
KLAX;10.0;13;0;240;6000.0;Excellent;24;R;CAT III;13.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;13;0;240;6000.0;Excellent;25;L;CAT III;12.8;-2.3;99999;No Phenomenon;0;0;1;1
KIAD;10.0;5;0;90;6000.0;Excellent;19;C;CAT III;-0.9;-4.9;25000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;90;6000.0;Excellent;19;L;CAT III;-0.9;-4.9;25000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;90;6000.0;Excellent;19;R;CAT III;-0.9;-4.9;25000;No Phenomenon;1;0;0;1
KSFO;10.0;13;0;270;6000.0;Excellent;28;L;CAT II;12.8;-2.3;99999;No Phenomenon;0;0;0;1
KSFO;10.0;13;0;270;6000.0;Excellent;28;R;CAT III;12.8;-2.3;99999;No Phenomenon;0;0;0;1
KIAD;10.0;6;0;70;6000.0;Excellent;1;C;CAT II;3.0;5.2;8500;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;70;6000.0;Excellent;1;L;CAT III;3.0;5.2;8500;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;70;6000.0;Excellent;1;R;CAT III;3.0;5.2;8500;No Phenomenon;1;0;0;1
KATL;10.0;8;0;200;6000.0;Excellent;26;R;CAT II;4.0;-6.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;12;0;350;6000.0;Excellent;27;C;CAT III;2.1;11.8;4500;No Phenomenon;1;0;0;1
KORD;10.0;12;0;350;6000.0;Excellent;27;R;CAT III;2.1;11.8;4500;No Phenomenon;1;0;0;1
KORD;10.0;12;0;350;6000.0;Excellent;28;C;CAT III;4.1;11.3;4500;No Phenomenon;1;0;0;1
KSFO;10.0;15;0;260;6000.0;Excellent;28;L;CAT II;14.1;-5.1;99999;No Phenomenon;0;0;0;1
KSFO;10.0;15;0;260;6000.0;Excellent;28;R;CAT III;14.1;-5.1;99999;No Phenomenon;0;0;0;1
KJFK;3.0;8;0;40;6000.0;Excellent;4;L;CAT I;8.0;0.0;600;No Phenomenon;1;0;0;0
KJFK;3.0;8;0;40;6000.0;Excellent;4;R;CAT III;8.0;0.0;600;No Phenomenon;1;0;0;0
KLAX;10.0;15;22;240;6000.0;Excellent;24;R;CAT III;15.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;15;22;240;6000.0;Excellent;25;L;CAT III;14.8;-2.6;99999;No Phenomenon;0;0;1;1
KSFO;10.0;15;0;270;6000.0;Excellent;28;L;CAT II;14.8;-2.6;99999;No Phenomenon;0;0;0;1
KSFO;10.0;15;0;270;6000.0;Excellent;28;R;CAT III;14.8;-2.6;99999;No Phenomenon;0;0;0;1
KJFK;10.0;9;0;30;6000.0;Excellent;4;L;CAT I;8.9;-1.6;700;No Phenomenon;1;0;0;0
KJFK;10.0;9;0;30;6000.0;Excellent;4;R;CAT III;8.9;-1.6;700;No Phenomenon;1;0;0;0
KIAD;10.0;6;0;90;6000.0;Excellent;1;C;CAT II;1.0;5.9;8500;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;90;6000.0;Excellent;1;L;CAT III;1.0;5.9;8500;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;90;6000.0;Excellent;1;R;CAT III;1.0;5.9;8500;No Phenomenon;1;0;0;1
KATL;10.0;5;0;200;6000.0;Excellent;26;R;CAT II;2.5;-4.3;99999;No Phenomenon;1;0;0;1
KLAX;10.0;21;26;240;6000.0;Excellent;24;R;CAT III;21.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;21;26;240;6000.0;Excellent;25;L;CAT III;20.7;-3.6;99999;No Phenomenon;0;0;1;1
KORD;10.0;12;0;30;6000.0;Excellent;9;L;CAT III;6.0;-10.4;25000;No Phenomenon;1;0;0;1
KORD;10.0;12;0;30;6000.0;Excellent;10;C;CAT III;4.1;-11.3;25000;No Phenomenon;1;0;0;1
KSFO;10.0;15;0;270;6000.0;Excellent;28;L;CAT II;14.8;-2.6;99999;No Phenomenon;0;0;0;1
KSFO;10.0;15;0;270;6000.0;Excellent;28;R;CAT III;14.8;-2.6;99999;No Phenomenon;0;0;0;1
KIAD;10.0;6;0;40;6000.0;Excellent;1;C;CAT II;5.2;3.0;7000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;40;6000.0;Excellent;1;L;CAT III;5.2;3.0;7000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;40;6000.0;Excellent;1;R;CAT III;5.2;3.0;7000;No Phenomenon;1;0;0;1
KORD;10.0;8;0;20;6000.0;Excellent;10;C;CAT III;1.4;-7.9;25000;No Phenomenon;1;0;0;0
KJFK;10.0;8;0;30;6000.0;Excellent;4;L;CAT I;7.9;-1.4;600;No Phenomenon;1;0;0;0
KJFK;10.0;8;0;30;6000.0;Excellent;4;R;CAT III;7.9;-1.4;600;No Phenomenon;1;0;0;0
KLAX;10.0;20;28;250;6000.0;Excellent;24;R;CAT III;19.7;3.5;99999;No Phenomenon;0;0;1;1
KLAX;10.0;20;28;250;6000.0;Excellent;25;L;CAT III;20.0;0.0;99999;No Phenomenon;0;0;1;1
KATL;10.0;7;0;190;6000.0;Excellent;26;R;CAT II;2.4;-6.6;99999;No Phenomenon;1;0;0;1
KJFK;10.0;9;0;50;6000.0;Excellent;31;L;CAT I;-1.6;8.9;500;No Phenomenon;1;0;0;0
KJFK;10.0;9;0;50;6000.0;Excellent;31;R;CAT I;-1.6;8.9;500;No Phenomenon;1;0;0;0
KIAD;10.0;7;0;60;6000.0;Excellent;1;C;CAT II;4.5;5.4;11000;No Phenomenon;1;0;0;1
KIAD;10.0;7;0;60;6000.0;Excellent;1;L;CAT III;4.5;5.4;11000;No Phenomenon;1;0;0;1
KIAD;10.0;7;0;60;6000.0;Excellent;1;R;CAT III;4.5;5.4;11000;No Phenomenon;1;0;0;1
KLAX;10.0;13;0;270;6000.0;Excellent;24;R;CAT III;11.3;6.5;99999;No Phenomenon;0;0;1;1
